Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
Link_B3,-0.0445835523044267,0.0396010749025043,0.00266699879920274,0,0,0,0.289639370938033,0.000368538565038667,0.000238752155526786,0.000108127866575019,0.000425300259079389,-9.60150408414951E-05,0.000614165810695594,0,0,0,0,0,0,package://robot_V13/meshes/Link_B3.STL,1,1,1,1,0,0,0,0,0,0,package://robot_V13/meshes/Link_B3.STL,,____5-1211-3,B3,Axis_joint_platform_B3,joint_platform_B3,revolute,-0.0862037470031803,0.241063204199487,-0.00352514725905964,3.14159265358979,0,-0.0919224225404343,Link_B2,0,0,1,100,50,-2.26,2.26,,,,,,,,
Link_B4,-0.00734522629106943,0.0164811078491696,-0.0599618100809589,0,0,0,0.239430613356858,0.000282116069340483,8.61912197590685E-06,-1.79748327822411E-05,0.000266568837663139,4.04244202966505E-05,0.000119899571670421,0,0,0,0,0,0,package://robot_V13/meshes/Link_B4.STL,1,1,1,1,0,0,0,0,0,0,package://robot_V13/meshes/Link_B4.STL,,____6-1211-3,B4,Axis_joint_platform_B4,joint_platform_B4,revolute,-0.0960920462857941,0.0853717682345888,0.013226827485807,1.57079632679491,1.01854263840748,0.844439767031704,Link_B3,0,0,1,100,50,-3.14,3.14,,,,,,,,
Link_B5,0.0113936142303117,0.0581872059745607,0.00506814468023165,0,0,0,0.218793325862955,0.000341452617129859,-4.63203645787263E-05,-1.50283567730721E-05,0.000113994717660019,-7.67811785488284E-05,0.000334463194187607,0,0,0,0,0,0,package://robot_V13/meshes/Link_B5.STL,1,1,1,1,0,0,0,0,0,0,package://robot_V13/meshes/Link_B5.STL,,____7-1211-3,B5,Axis_joint_platform_B5,joint_platform_B5,revolute,0.00498093355069423,-0.0110668807595307,-0.0815561902327434,-1.5707963267949,-0.573741362025699,0.418364132516817,Link_B4,0,0,1,100,50,-2.2,2.2,,,,,,,,
Link_B6,-0.00256296562750091,0.0162138395278224,0.10953897454242,0,0,0,0.652237455496743,0.000319425998252991,1.39426400580414E-05,1.33570230674664E-08,0.000202680996434978,-3.08175467257231E-08,0.000367350905559284,0,0,0,0,0,0,package://robot_V13/meshes/Link_B6.STL,1,1,1,1,0,0,0,0,0,0,package://robot_V13/meshes/Link_B6.STL,,______--____20221108-1211-3;X617B 夹爪装配体^X616B　设备细化堆叠（130法兰版本）-2/CTAG2F90-00 两指平动手-20240619外发-1;X617B 夹爪装配体^X616B　设备细化堆叠（130法兰版本）-2/X gemin-305-1;X617B 夹爪装配体^X616B　设备细化堆叠（130法兰版本）-2/X616.05 夹爪连接板-1;X617B 夹爪装配体^X616B　设备细化堆叠（130法兰版本）-2/对称手指 带硅胶.STEP-2/____-____2_1.STEP-1;X617B 夹爪装配体^X616B　设备细化堆叠（130法兰版本）-2/对称手指 带硅胶.STEP-1/____-____2_1.STEP-1,B6,Axis_joint_platform_B6,joint_platform_B6,revolute,0.0220769553081411,0.112769294031951,0.0124298510263973,-1.5707963267949,0.363602003221376,-0.193504212101692,Link_B5,0,0,1,100,50,-6.2,6.2,,,,,,,,
Link_S1,-0.00111431623367674,-0.000394920204415866,-0.0279765574769409,0,0,0,0.106878620604356,7.78786903515349E-05,-1.606819751846E-08,2.61075287396989E-06,9.22279471336507E-05,2.93084723436216E-07,8.34708373040095E-05,0,0,0,0,0,0,package://robot_V13/meshes/Link_S1.STL,1,1,1,1,0,0,0,0,0,0,package://robot_V13/meshes/Link_S1.STL,,J22__-1,S1,Axis_joint_platform_S1,joint_platform_S1,revolute,0.000433041860730524,0.000398644471470921,-0.39995,0,0,0,platform_link,0,0,1,100,50,-2.68,2.68,,,,,,,,
Link_S2,0.0724194778767879,-0.131936188075807,0.044406043154082,0,0,0,0.203920919386394,0.00128889812936827,0.00066263638005062,-7.91150391912721E-06,0.000642111780427922,3.8314689659501E-07,0.00162755121218312,0,0,0,0,0,0,package://robot_V13/meshes/Link_S2.STL,1,1,1,1,0,0,0,0,0,0,package://robot_V13/meshes/Link_S2.STL,,2____2-1,S2,Axis_joint_platform_S2,joint_platform_S2,revolute,0.0367444027969984,0.00064137593620528,-0.0370499999999101,1.5707963267949,0,-1.5533430342851,Link_S1,0,0,1,100,50,0,3.3,,,,,,,,
Link_S3,0.100943213162187,-0.0283683578342203,0.0476334565574921,0,0,0,0.259290582671513,9.87188428452086E-05,1.87582848560715E-05,-9.74231758607961E-07,0.00018114878198025,6.25962927670275E-07,0.000209231319367455,0,0,0,0,0,0,package://robot_V13/meshes/Link_S3.STL,1,1,1,1,0,0,0,0,0,0,package://robot_V13/meshes/Link_S3.STL,,3____2-1,S3,Axis_joint_platform_S3,joint_platform_S3,revolute,0.162822697705282,-0.233968487158141,-0.0104499999999984,0,0,0,Link_S2,0,0,1,100,50,0,3.14,,,,,,,,
Link_S4,0.00107591854177631,-0.00020414949966685,0.0322093232185801,0,0,0,0.120706963097644,4.59016732865594E-05,2.29836774590002E-08,6.8387688147042E-08,3.66186704128841E-05,-4.6682059016054E-08,3.90050008398091E-05,0,0,0,0,0,0,package://robot_V13/meshes/Link_S4.STL,1,1,1,1,0,0,0,0,0,0,package://robot_V13/meshes/Link_S4.STL,,J42-1,S4,JS4,joint_platform_S4,revolute,0.210129289624401,-0.0494636890451812,0.047199999999998,1.57079632679571,1.56854804510877,1.44163329792559,Link_S3,0,0,-1,100,50,-1.55,1.55,,,,,,,,
Link_S5,3.87467427749866E-05,-0.0573118425040661,-0.0211795550061192,0,0,0,0.136459782082442,0.000120530792445934,-2.73115643611787E-07,4.64606803997837E-08,6.56085938663145E-05,-2.43325821388101E-05,0.000114402970292959,0,0,0,0,0,0,package://robot_V13/meshes/Link_S5.STL,1,1,1,1,0,0,0,0,0,0,package://robot_V13/meshes/Link_S5.STL,,J52-1,S5,JS5,joint_platform_S5,revolute,0.0239199395449672,-5.37788526262517E-05,0.0369999999999999,1.57079632679489,-1.4416332979245,1.56854804510879,Link_S4,0,0,-1,100,50,-1.55,1.55,,,,,,,,
Link_S6,0.000874537945305703,-0.0417696009854715,0.0121227762062894,0,0,0,0.319123227352636,0.000210288101823833,5.15584728878731E-09,6.73512736976063E-07,0.000226598974932404,-2.80611253853446E-07,0.000419233743639763,0,0,0,0,0,0,package://robot_V13/meshes/Link_S6.STL,0.898039215686275,0.917647058823529,0.929411764705882,1,0,0,0,0,0,0,package://robot_V13/meshes/Link_S6.STL,,X617E 夹爪旋转版本-1/X616.05 夹爪连接板-1;X617E 夹爪旋转版本-1/[3D][STP]Gemini 335L Asm with FOV_20240516-1/[3D][STP]Gemini 335L Asm with FOV_20240516.stp-1/00_GEMINI_335L_3D_ALL_ASM_2_ASM.stp-1/GEMINI_335L_MD_ASM_1_ASM.stp-1/UPPER_HOUS_ASM_1_ASM_1_ASM.stp-1/1111_1_1_ASM.stp-1/1111_1_1_1.stp-1,S6,JS6,joint_platform_S6,revolute,0,-0.0909999999999964,-0.0249165214861997,1.57079632679511,-1.55334303428509,0,Link_S5,0,0,-1,100,50,-3,3,,,,,,,,
